Order ID,Year,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,City Office,Customer Segment,Ship Mode,,,,,
B-26238,2022,149,17,4,Furniture,Furnishings,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26239,2022,193,46,1,Electronics,Printers,Credit Card,Chennai,Corporate,Delivery Truck,,,,,
B-26240,2023,85,24,10,Clothing,Hankerchief,Debit Card,Orissa,Home Office,Regular Air,,,,,
B-26241,2022,44,-17,5,Clothing,Saree,UPI,Delhi,Home Office,Regular Air,,,,,
B-26242,2022,149,-40,2,Electronics,Phones,COD,Agra,Home Office,Express Air,,,,,
B-26243,2023,26,0,2,Clothing,Kurti,COD,Srinagar,Home Office,Regular Air,,,,,
B-26244,2022,86,0,4,Clothing,T-shirt,Debit Card,Goa,Home Office,Regular Air,,,,,
B-26245,2023,86,22,2,Clothing,Saree,Debit Card,Orissa,Home Office,Express Air,,,,,
B-26246,2022,79,16,3,Clothing,T-shirt,COD,Delhi,Home Office,Regular Air,,,,,
B-26247,2022,193,-275,3,Electronics,Phones,Credit Card,Agra,Home Office,Regular Air,,,,,
B-26248,2023,148,0,3,Clothing,Saree,COD,Srinagar,Small Business,Delivery Truck,,,,,
B-26249,2022,70,-14,2,Furniture,Furnishings,UPI,Goa,Small Business,Regular Air,,,,,
B-26250,2022,148,59,3,Clothing,Hankerchief,COD,Orissa,Small Business,Regular Air,,,,,
B-26251,2023,190,19,9,Furniture,Furnishings,Credit Card,Delhi,Small Business,Regular Air,,,,,
B-26252,2022,52,14,2,Clothing,Stole,COD,Delhi,Small Business,Regular Air,,,,,
B-26253,2022,147,44,3,Clothing,Saree,COD,Agra,Small Business,Regular Air,,,,,
B-26254,2023,190,68,8,Clothing,T-shirt,Credit Card,Hyderabad,Small Business,Regular Air,,,,,
B-26255,2022,80,-56,4,Electronics,Electronic Games,UPI,Chennai,Small Business,Regular Air,,,,,
B-26256,2022,147,48,3,Clothing,Saree,COD,Mumbai,Small Business,Regular Air,,,,,
B-26257,2021,66,12,3,Clothing,Stole,COD,Orissa,Small Business,Regular Air,,,,,
B-26258,2021,86,8,2,Clothing,Saree,Debit Card,Delhi,Small Business,Express Air,,,,,
B-26259,2021,88,19,2,Clothing,Shirt,Debit Card,Agra,Small Business,Express Air,,,,,
B-26260,2021,188,-193,2,Electronics,Electronic Games,Credit Card,Hyderabad,Home Office,Regular Air,,,,,
B-26261,2021,89,29,2,Clothing,Stole,UPI,Chennai,Home Office,Regular Air,,,,,
B-26262,2021,146,19,5,Clothing,Stole,COD,Mumbai,Corporate,Regular Air,,,,,
B-26263,2021,143,32,1,Furniture,Bookcases,COD,Goa,Small Business,Regular Air,,,,,
B-26264,2021,25,-1,4,Clothing,Kurti,COD,Delhi,Small Business,Regular Air,,,,,
B-26265,2021,30,12,3,Clothing,Skirt,UPI,Agra,Small Business,Express Air,,,,,
B-26266,2021,140,-58,4,Furniture,Furnishings,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26267,2021,83,-48,1,Furniture,Bookcases,UPI,Chennai,Home Office,Regular Air,,,,,
B-26268,2021,140,6,5,Clothing,Saree,COD,Orissa,Home Office,Regular Air,,,,,
B-26269,2022,28,14,4,Clothing,Hankerchief,COD,Delhi,Home Office,Regular Air,,,,,
B-26270,2021,139,14,3,Clothing,Stole,COD,Agra,Corporate,Express Air,,,,,
B-26271,2021,30,14,3,Clothing,Hankerchief,UPI,Srinagar,Corporate,Regular Air,,,,,
B-26272,2022,89,36,3,Clothing,Shirt,UPI,Goa,Corporate,Regular Air,,,,,
B-26273,2021,187,30,4,Electronics,Accessories,Credit Card,Orissa,Small Business,Delivery Truck,,,,,
B-26274,2022,139,21,3,Electronics,Accessories,COD,Delhi,Small Business,Regular Air,,,,,
B-26275,2021,437,-14,2,Clothing,Saree,UPI,Agra,Small Business,Delivery Truck,,,,,
B-26276,2021,138,-3,5,Clothing,Saree,COD,Srinagar,Small Business,Regular Air,,,,,
B-26277,2022,85,13,2,Clothing,Shirt,UPI,Goa,Small Business,Regular Air,,,,,
B-26278,2021,83,12,3,Clothing,Stole,UPI,Orissa,Corporate,Regular Air,,,,,
B-26279,2022,91,22,2,Clothing,Stole,UPI,Delhi,Home Office,Regular Air,,,,,
B-26280,2021,137,5,5,Clothing,Shirt,COD,Delhi,Home Office,Regular Air,,,,,
B-26281,2021,33,-12,7,Clothing,Saree,UPI,Agra,Corporate,Delivery Truck,,,,,
B-26282,2021,134,-34,2,Furniture,Chairs,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26283,2021,134,42,2,Furniture,Chairs,COD,Chennai,Corporate,Regular Air,,,,,
B-26284,2022,133,-56,2,Furniture,Chairs,COD,Mumbai,Corporate,Express Air,,,,,
B-26285,2021,93,-84,3,Clothing,Saree,UPI,Orissa,Home Office,Regular Air,,,,,
B-26286,2022,86,-21,1,Electronics,Electronic Games,UPI,Delhi,Home Office,Regular Air,,,,,
B-26287,2021,132,54,5,Clothing,Stole,COD,Agra,Corporate,Regular Air,,,,,
B-26288,2021,132,-10,3,Clothing,Saree,COD,Hyderabad,Corporate,Regular Air,,,,,
B-26289,2022,132,-79,5,Furniture,Furnishings,COD,Chennai,Home Office,Regular Air,,,,,
B-26290,2021,93,-65,4,Clothing,Stole,UPI,Mumbai,Small Business,Regular Air,,,,,
B-26291,2022,95,5,2,Clothing,Stole,UPI,Goa,Home Office,Delivery Truck,,,,,
B-26292,2021,97,12,2,Clothing,Hankerchief,UPI,Delhi,Home Office,Delivery Truck,,,,,
B-26293,2021,131,-154,8,Furniture,Furnishings,COD,Agra,Small Business,Regular Air,,,,,
B-26294,2022,97,29,2,Clothing,Hankerchief,UPI,Hyderabad,Small Business,Regular Air,,,,,
B-26295,2021,128,4,3,Clothing,Saree,COD,Chennai,Consumer,Regular Air,,,,,
B-26296,2021,186,241,9,Clothing,Shirt,Credit Card,Orissa,Small Business,Regular Air,,,,,
B-26297,2021,128,47,4,Clothing,Hankerchief,COD,Delhi,Small Business,Express Air,,,,,
B-26298,2022,185,48,4,Clothing,Stole,Credit Card,Agra,Small Business,Regular Air,,,,,
B-26299,2021,29,10,2,Clothing,Stole,COD,Srinagar,Small Business,Express Air,,,,,
B-26300,2022,127,29,3,Furniture,Furnishings,COD,Goa,Consumer,Regular Air,,,,,
B-26301,2022,97,36,7,Clothing,Hankerchief,UPI,Orissa,Corporate,Delivery Truck,,,,,
B-26302,2022,125,0,3,Electronics,Accessories,COD,Delhi,Corporate,Delivery Truck,,,,,
B-26303,2022,299,-8,2,Clothing,Saree,COD,Agra,Corporate,Regular Air,,,,,
B-26304,2022,124,54,5,Clothing,T-shirt,COD,Srinagar,Corporate,Regular Air,,,,,
B-26305,2022,90,17,3,Clothing,Shirt,COD,Goa,Home Office,Regular Air,,,,,
B-26306,2023,122,11,4,Clothing,Hankerchief,COD,Orissa,Consumer,Regular Air,,,,,
B-26307,2022,122,-66,9,Electronics,Accessories,COD,Delhi,Consumer,Regular Air,,,,,
B-26308,2022,90,30,2,Furniture,Chairs,UPI,Delhi,Small Business,Regular Air,,,,,
B-26309,2023,182,-11,3,Furniture,Bookcases,Credit Card,Agra,Small Business,Regular Air,,,,,
B-26310,2022,122,59,7,Furniture,Furnishings,COD,Hyderabad,Small Business,Delivery Truck,,,,,
B-26311,2022,121,19,4,Clothing,Stole,COD,Chennai,Consumer,Regular Air,,,,,
B-26312,2023,120,1,1,Furniture,Chairs,COD,Mumbai,Consumer,Regular Air,,,,,
B-26313,2022,120,23,5,Clothing,Stole,COD,Orissa,Consumer,Regular Air,,,,,
B-26314,2022,34,-11,5,Clothing,T-shirt,COD,Delhi,Home Office,Regular Air,,,,,
B-26315,2023,117,17,6,Clothing,Kurti,COD,Agra,Home Office,Regular Air,,,,,
B-26316,2022,38,9,2,Clothing,Stole,COD,Hyderabad,Corporate,Express Air,,,,,
B-26317,2022,117,-6,3,Electronics,Phones,COD,Chennai,Home Office,Regular Air,,,,,
B-26318,2023,180,54,4,Clothing,T-shirt,Credit Card,Mumbai,Corporate,Regular Air,,,,,
B-26319,2022,99,-5,1,Clothing,Saree,UPI,Goa,Home Office,Regular Air,,,,,
B-26320,2022,172,-103,3,Furniture,Chairs,EMI,Delhi,Home Office,Regular Air,,,,,
B-26321,2023,116,16,4,Clothing,Stole,COD,Agra,Corporate,Regular Air,,,,,
B-26322,2022,116,-4,1,Clothing,Saree,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26323,2022,171,68,7,Clothing,Stole,EMI,Chennai,Home Office,Regular Air,,,,,
B-26324,2023,46,14,5,Clothing,Skirt,COD,Orissa,Corporate,Regular Air,,,,,
B-26325,2023,115,-39,3,Clothing,Trousers,COD,Delhi,Home Office,Regular Air,,,,,
B-26326,2022,100,7,2,Clothing,T-shirt,UPI,Agra,Consumer,Delivery Truck,,,,,
B-26327,2022,44,8,2,Clothing,Stole,COD,Srinagar,Home Office,Delivery Truck,,,,,
B-26328,2023,139,14,3,Clothing,Kurti,COD,Goa,Home Office,Regular Air,,,,,
B-26329,2022,171,-140,2,Furniture,Bookcases,EMI,Orissa,Home Office,Regular Air,,,,,
B-26330,2022,100,12,2,Clothing,T-shirt,UPI,Delhi,Corporate,Regular Air,,,,,
B-26331,2023,115,25,6,Clothing,Stole,COD,Agra,Consumer,Express Air,,,,,
B-26332,2022,168,-9,3,Clothing,Saree,COD,Srinagar,Consumer,Regular Air,,,,,
B-26333,2022,115,47,2,Electronics,Accessories,COD,Goa,Consumer,Regular Air,,,,,
B-26334,2023,168,-111,2,Electronics,Phones,EMI,Orissa,Consumer,Delivery Truck,,,,,
B-26335,2022,31,-7,5,Clothing,Skirt,UPI,Delhi,Consumer,Regular Air,,,,,
B-26336,2022,114,41,6,Furniture,Furnishings,COD,Delhi,Consumer,Regular Air,,,,,
B-26337,2023,111,9,4,Clothing,Stole,COD,Agra,Consumer,Regular Air,,,,,
B-26338,2022,11,-8,2,Clothing,Skirt,UPI,Hyderabad,Consumer,Delivery Truck,,,,,
B-26339,2023,110,35,1,Furniture,Furnishings,COD,Chennai,Consumer,Express Air,,,,,
B-26340,2022,59,15,2,Clothing,T-shirt,UPI,Mumbai,Consumer,Delivery Truck,,,,,
B-26341,2022,166,27,2,Electronics,Accessories,EMI,Orissa,Home Office,Regular Air,,,,,
B-26342,2023,109,-6,6,Clothing,Saree,COD,Delhi,Home Office,Regular Air,,,,,
B-26343,2022,34,-6,4,Clothing,Leggings,COD,Agra,Consumer,Regular Air,,,,,
B-26344,2022,109,40,1,Furniture,Furnishings,COD,Hyderabad,Consumer,Regular Air,,,,,
B-26345,2023,108,22,3,Electronics,Accessories,COD,Chennai,Consumer,Delivery Truck,,,,,
B-26346,2022,103,50,2,Furniture,Furnishings,UPI,Mumbai,Consumer,Regular Air,,,,,
B-26347,2022,10,-8,2,Clothing,Skirt,COD,Goa,Consumer,Regular Air,,,,,
B-26348,2023,90,17,3,Clothing,Hankerchief,COD,Delhi,Consumer,Regular Air,,,,,
B-26349,2022,105,46,2,Clothing,Stole,UPI,Agra,Small Business,Regular Air,,,,,
B-26350,2022,105,20,2,Clothing,Stole,Debit Card,Hyderabad,Consumer,Regular Air,,,,,
B-26351,2023,22,-6,1,Furniture,Furnishings,COD,Chennai,Consumer,Regular Air,,,,,
B-26352,2022,105,-33,5,Clothing,Kurti,COD,Orissa,Consumer,Regular Air,,,,,
B-26353,2023,105,25,2,Clothing,Hankerchief,EMI,Delhi,Consumer,Express Air,,,,,
B-26354,2022,25,-7,5,Clothing,Saree,UPI,Agra,Small Business,Regular Air,,,,,
B-26355,2022,104,2,2,Furniture,Furnishings,COD,Srinagar,Small Business,Regular Air,,,,,
B-26356,2023,16,5,1,Clothing,Stole,UPI,Goa,Small Business,Regular Air,,,,,
B-26357,2022,64,-7,3,Clothing,Saree,COD,Orissa,Small Business,Regular Air,,,,,
B-26358,2022,38,-6,2,Furniture,Furnishings,UPI,Delhi,Small Business,Delivery Truck,,,,,
B-26359,2023,83,12,2,Furniture,Chairs,COD,Agra,Consumer,Regular Air,,,,,
B-26360,2022,103,36,2,Clothing,Hankerchief,COD,Srinagar,Consumer,Regular Air,,,,,
B-26361,2022,37,-6,1,Clothing,Saree,UPI,Goa,Consumer,Express Air,,,,,
B-26362,2023,105,33,6,Clothing,Saree,EMI,Orissa,Small Business,Regular Air,,,,,
B-26363,2022,78,-6,2,Furniture,Furnishings,UPI,Delhi,Corporate,Regular Air,,,,,
B-26364,2022,102,-90,1,Clothing,Saree,COD,Delhi,Corporate,Regular Air,,,,,
B-26365,2023,102,11,6,Clothing,T-shirt,COD,Agra,Corporate,Regular Air,,,,,
B-26366,2022,10,-8,1,Clothing,Kurti,UPI,Hyderabad,Corporate,Express Air,,,,,
B-26367,2022,101,18,9,Clothing,Skirt,COD,Chennai,Corporate,Regular Air,,,,,
B-26368,2023,42,-6,4,Clothing,Saree,UPI,Mumbai,Corporate,Regular Air,,,,,
B-26369,2022,56,18,2,Clothing,Hankerchief,UPI,Orissa,Small Business,Delivery Truck,,,,,
B-26370,2022,95,5,2,Clothing,Stole,COD,Delhi,Small Business,Regular Air,,,,,
B-26371,2023,159,2,3,Furniture,Furnishings,EMI,Agra,Small Business,Delivery Truck,,,,,
B-26372,2022,158,69,3,Clothing,Stole,EMI,Hyderabad,Small Business,Regular Air,,,,,
B-26373,2023,106,0,2,Electronics,Phones,EMI,Chennai,Small Business,Express Air,,,,,
B-26374,2022,101,16,4,Clothing,T-shirt,COD,Mumbai,Small Business,Regular Air,,,,,
B-26375,2022,107,37,3,Clothing,Shirt,COD,Goa,Small Business,Express Air,,,,,
B-26376,2023,156,36,5,Clothing,T-shirt,EMI,Delhi,Consumer,Express Air,,,,,
B-26377,2022,108,-19,3,Electronics,Electronic Games,UPI,Agra,Consumer,Express Air,,,,,
B-26378,2022,107,-54,4,Clothing,Stole,EMI,Hyderabad,Consumer,Regular Air,,,,,
B-26379,2023,100,-58,4,Clothing,Hankerchief,COD,Chennai,Consumer,Regular Air,,,,,
B-26380,2022,108,26,4,Clothing,Shirt,UPI,Orissa,Corporate,Regular Air,,,,,
B-26381,2022,100,6,4,Clothing,Stole,COD,Delhi,Corporate,Regular Air,,,,,
B-26382,2023,100,-23,1,Electronics,Phones,COD,Agra,Corporate,Regular Air,,,,,
B-26383,2022,43,17,2,Clothing,T-shirt,UPI,Srinagar,Corporate,Express Air,,,,,
B-26384,2022,155,26,3,Clothing,Stole,EMI,Goa,Corporate,Delivery Truck,,,,,
B-26385,2023,151,9,3,Clothing,Hankerchief,EMI,Orissa,Corporate,Regular Air,,,,,
B-26386,2022,151,29,5,Clothing,Hankerchief,EMI,Delhi,Small Business,Delivery Truck,,,,,
B-26387,2023,110,-68,4,Clothing,Saree,EMI,Agra,Home Office,Regular Air,,,,,
B-26388,2022,98,9,2,Furniture,Furnishings,COD,Srinagar,Home Office,Regular Air,,,,,
B-26389,2022,97,-62,2,Clothing,Trousers,COD,Goa,Home Office,Regular Air,,,,,
B-26390,2023,111,35,5,Clothing,Shirt,COD,Orissa,Home Office,Regular Air,,,,,
B-26391,2022,45,17,1,Electronics,Accessories,COD,Delhi,Home Office,Regular Air,,,,,
B-26392,2022,112,15,2,Furniture,Chairs,COD,Delhi,Corporate,Regular Air,,,,,
B-26393,2023,110,20,5,Clothing,Stole,Debit Card,Agra,Corporate,Delivery Truck,,,,,
B-26394,2022,98,-5,2,Clothing,Saree,UPI,Hyderabad,Corporate,Regular Air,,,,,
B-26395,2022,110,12,7,Clothing,Stole,Debit Card,Chennai,Home Office,Regular Air,,,,,
B-26396,2023,95,11,4,Furniture,Furnishings,COD,Mumbai,Home Office,Delivery Truck,,,,,
B-26397,2022,1228,14,3,Furniture,Chairs,UPI,Orissa,Home Office,Delivery Truck,,,,,
B-26398,2022,29,0,3,Furniture,Furnishings,COD,Delhi,Home Office,Regular Air,,,,,
B-26399,2021,94,27,2,Clothing,T-shirt,COD,Agra,Home Office,Regular Air,,,,,
B-26400,2021,115,25,1,Electronics,Accessories,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26401,2021,149,15,3,Clothing,Saree,EMI,Chennai,Home Office,Delivery Truck,,,,,
B-26402,2021,148,23,4,Clothing,Kurti,EMI,Mumbai,Home Office,Regular Air,,,,,
B-26403,2021,93,15,2,Electronics,Accessories,COD,Goa,Home Office,Express Air,,,,,
B-26404,2021,113,24,4,Clothing,Hankerchief,Debit Card,Delhi,Home Office,Regular Air,,,,,
B-26405,2021,48,2,3,Clothing,Stole,COD,Agra,Home Office,Regular Air,,,,,
B-26406,2021,148,9,1,Electronics,Electronic Games,UPI,Hyderabad,Corporate,Regular Air,,,,,
B-26407,2021,114,11,4,Clothing,T-shirt,Debit Card,Chennai,Corporate,Regular Air,,,,,
B-26408,2021,92,42,2,Clothing,Stole,COD,Orissa,Corporate,Regular Air,,,,,
B-26409,2021,117,14,3,Clothing,Shirt,UPI,Delhi,Corporate,Regular Air,,,,,
B-26410,2021,21,-10,4,Clothing,Leggings,COD,Agra,Corporate,Regular Air,,,,,
B-26411,2022,33,-10,6,Clothing,Leggings,UPI,Srinagar,Corporate,Regular Air,,,,,
B-26412,2021,114,8,3,Electronics,Accessories,Debit Card,Goa,Corporate,Delivery Truck,,,,,
B-26413,2021,115,0,1,Electronics,Accessories,Debit Card,Orissa,Corporate,Regular Air,,,,,
B-26414,2022,90,29,5,Clothing,T-shirt,COD,Delhi,Small Business,Regular Air,,,,,
B-26415,2021,61,1,2,Furniture,Furnishings,COD,Agra,Small Business,Express Air,,,,,
B-26416,2022,119,1,1,Furniture,Chairs,COD,Srinagar,Small Business,Regular Air,,,,,
B-26417,2021,117,36,2,Clothing,Trousers,Debit Card,Goa,Small Business,Express Air,,,,,
B-26418,2021,148,54,2,Furniture,Chairs,UPI,Orissa,Home Office,Regular Air,,,,,
B-26419,2022,249,-5,4,Clothing,Saree,COD,Delhi,Home Office,Regular Air,,,,,
B-26420,2021,147,73,3,Clothing,Stole,UPI,Delhi,Consumer,Regular Air,,,,,
B-26421,2022,118,35,7,Clothing,T-shirt,EMI,Agra,Consumer,Regular Air,,,,,
B-26422,2021,119,56,7,Clothing,Saree,EMI,Hyderabad,Consumer,Regular Air,,,,,
B-26423,2021,90,27,2,Clothing,T-shirt,COD,Chennai,Consumer,Regular Air,,,,,
B-26424,2021,32,1,2,Clothing,Stole,COD,Mumbai,Small Business,Regular Air,,,,,
B-26425,2021,89,-89,2,Furniture,Furnishings,COD,Orissa,Home Office,Regular Air,,,,,
B-26426,2022,146,66,1,Electronics,Phones,UPI,Delhi,Home Office,Regular Air,,,,,
B-26427,2021,89,-37,4,Clothing,Shirt,COD,Agra,Home Office,Regular Air,,,,,
B-26428,2022,88,11,3,Electronics,Accessories,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26429,2021,121,41,4,Clothing,Stole,EMI,Chennai,Home Office,Regular Air,,,,,
B-26430,2021,88,20,2,Clothing,Saree,COD,Mumbai,Home Office,Regular Air,,,,,
B-26431,2022,87,-83,5,Clothing,Kurti,COD,Goa,Home Office,Regular Air,,,,,
B-26432,2021,87,4,2,Clothing,Shirt,COD,Delhi,Home Office,Regular Air,,,,,
B-26433,2022,122,15,3,Electronics,Accessories,EMI,Agra,Home Office,Regular Air,,,,,
B-26434,2021,87,10,3,Clothing,Stole,COD,Hyderabad,Home Office,Regular Air,,,,,
B-26435,2021,53,8,3,Furniture,Furnishings,UPI,Chennai,Home Office,Express Air,,,,,
B-26436,2022,87,-32,9,Clothing,Skirt,COD,Orissa,Home Office,Regular Air,,,,,
B-26437,2021,86,-55,6,Clothing,Saree,COD,Delhi,Home Office,Regular Air,,,,,
B-26438,2021,125,22,3,Clothing,Stole,EMI,Agra,Home Office,Regular Air,,,,,
B-26439,2021,128,-3,3,Clothing,Saree,Debit Card,Srinagar,Home Office,Regular Air,,,,,
B-26440,2022,143,-124,5,Clothing,Saree,UPI,Goa,Home Office,Regular Air,,,,,
B-26441,2021,86,22,2,Clothing,Saree,COD,Orissa,Home Office,Regular Air,,,,,
B-26442,2022,86,9,3,Clothing,Saree,COD,Delhi,Home Office,Regular Air,,,,,
B-26443,2022,85,-9,4,Clothing,Saree,COD,Agra,Home Office,Express Air,,,,,
B-26444,2022,129,-75,5,Clothing,Shirt,Debit Card,Srinagar,Home Office,Express Air,,,,,
B-26445,2022,84,-42,2,Electronics,Accessories,COD,Goa,Home Office,Regular Air,,,,,
B-26446,2022,83,-81,3,Furniture,Chairs,COD,Orissa,Consumer,Regular Air,,,,,
B-26447,2022,143,6,2,Electronics,Accessories,UPI,Delhi,Consumer,Regular Air,,,,,
B-26448,2023,336,123,3,Electronics,Phones,UPI,Delhi,Home Office,Regular Air,,,,,
B-26449,2022,323,122,5,Electronics,Phones,UPI,Agra,Home Office,Delivery Truck,,,,,
B-26450,2022,130,61,3,Clothing,Shirt,Debit Card,Hyderabad,Consumer,Regular Air,,,,,
B-26451,2023,152,-3,5,Clothing,Saree,COD,Chennai,Consumer,Regular Air,,,,,
B-26452,2022,25,10,1,Furniture,Furnishings,UPI,Mumbai,Consumer,Express Air,,,,,
B-26453,2022,140,15,5,Clothing,Stole,UPI,Orissa,Consumer,Regular Air,,,,,
B-26454,2023,45,0,2,Clothing,Stole,UPI,Delhi,Consumer,Regular Air,,,,,
B-26455,2022,132,49,3,Clothing,Shirt,COD,Agra,Consumer,Regular Air,,,,,
B-26456,2022,133,12,5,Clothing,Stole,Debit Card,Hyderabad,Home Office,Regular Air,,,,,
B-26457,2023,82,13,2,Clothing,Shirt,COD,Chennai,Consumer,Regular Air,,,,,
B-26458,2022,140,56,4,Clothing,Shirt,UPI,Mumbai,Consumer,Regular Air,,,,,
B-26459,2022,81,19,7,Clothing,Hankerchief,COD,Goa,Consumer,Express Air,,,,,
B-26460,2023,137,38,5,Clothing,Hankerchief,Debit Card,Delhi,Home Office,Regular Air,,,,,
B-26461,2022,137,-41,3,Electronics,Phones,Debit Card,Agra,Home Office,Regular Air,,,,,
B-26462,2022,140,57,2,Clothing,Trousers,Debit Card,Hyderabad,Consumer,Regular Air,,,,,
B-26463,2023,139,30,3,Clothing,Shirt,UPI,Chennai,Consumer,Regular Air,,,,,
B-26464,2022,138,11,5,Clothing,Stole,UPI,Orissa,Consumer,Regular Air,,,,,
B-26465,2022,79,-124,9,Clothing,Skirt,COD,Delhi,Corporate,Regular Air,,,,,
B-26466,2023,136,41,3,Electronics,Accessories,UPI,Agra,Small Business,Express Air,,,,,
B-26467,2023,145,16,3,Clothing,T-shirt,Debit Card,Srinagar,Consumer,Regular Air,,,,,
B-26468,2022,44,20,2,Clothing,T-shirt,UPI,Goa,Corporate,Regular Air,,,,,
B-26469,2022,79,6,7,Clothing,Saree,COD,Orissa,Corporate,Regular Air,,,,,
B-26470,2023,79,36,4,Clothing,Shirt,COD,Delhi,Consumer,Express Air,,,,,
B-26471,2022,134,-13,3,Electronics,Electronic Games,UPI,Agra,Small Business,Regular Air,,,,,
B-26472,2022,133,5,5,Clothing,Stole,UPI,Srinagar,Corporate,Regular Air,,,,,
B-26473,2023,47,20,7,Clothing,Hankerchief,UPI,Goa,Home Office,Regular Air,,,,,
B-26474,2022,133,-42,1,Electronics,Printers,UPI,Orissa,Corporate,Regular Air,,,,,
B-26475,2022,78,27,3,Clothing,Stole,COD,Delhi,Home Office,Regular Air,,,,,
B-26476,2023,78,7,1,Furniture,Chairs,COD,Delhi,Corporate,Regular Air,,,,,
B-26477,2022,76,-92,8,Furniture,Furnishings,COD,Agra,Corporate,Regular Air,,,,,
B-26478,2022,76,-50,1,Clothing,Saree,COD,Hyderabad,Corporate,Regular Air,,,,,
B-26479,2023,76,19,3,Clothing,Hankerchief,COD,Chennai,Corporate,Express Air,,,,,
B-26480,2022,74,29,3,Clothing,Stole,COD,Mumbai,Small Business,Delivery Truck,,,,,
B-26481,2023,74,-25,3,Clothing,Stole,COD,Orissa,Small Business,Regular Air,,,,,
B-26482,2022,146,-63,3,Electronics,Electronic Games,Debit Card,Delhi,Small Business,Regular Air,,,,,
B-26483,2022,73,-31,1,Furniture,Bookcases,COD,Agra,Small Business,Delivery Truck,,,,,
B-26484,2023,80,22,3,Clothing,Stole,UPI,Hyderabad,Home Office,Delivery Truck,,,,,
B-26485,2022,133,46,5,Clothing,Shirt,EMI,Chennai,Home Office,Regular Air,,,,,
B-26486,2022,146,7,2,Electronics,Phones,Debit Card,Mumbai,Home Office,Regular Air,,,,,
B-26487,2023,130,-41,4,Clothing,Saree,EMI,Goa,Home Office,Regular Air,,,,,
B-26488,2022,141,41,3,Clothing,Shirt,UPI,Delhi,Small Business,Delivery Truck,,,,,
B-26489,2022,147,21,3,Furniture,Furnishings,Debit Card,Agra,Home Office,Regular Air,,,,,
B-26490,2023,73,-7,1,Electronics,Phones,COD,Hyderabad,Corporate,Regular Air,,,,,
B-26491,2022,148,72,7,Clothing,T-shirt,Debit Card,Chennai,Corporate,Regular Air,,,,,
B-26492,2022,58,0,4,Clothing,Saree,UPI,Orissa,Corporate,Express Air,,,,,
B-26493,2023,21,-13,3,Clothing,Leggings,UPI,Delhi,Corporate,Delivery Truck,,,,,
B-26494,2022,148,25,3,Clothing,Saree,Debit Card,Agra,Corporate,Delivery Truck,,,,,
B-26495,2023,144,-7,4,Electronics,Electronic Games,COD,Srinagar,Corporate,Regular Air,,,,,
B-26496,2022,145,-104,5,Furniture,Chairs,UPI,Goa,Corporate,Regular Air,,,,,
B-26497,2022,72,-49,1,Electronics,Phones,COD,Orissa,Corporate,Regular Air,,,,,
B-26498,2023,125,15,5,Clothing,Shirt,EMI,Delhi,Corporate,Express Air,,,,,
B-26499,2022,149,15,3,Clothing,Saree,Debit Card,Agra,Corporate,Express Air,,,,,
B-26500,2022,72,16,2,Clothing,Shirt,COD,Srinagar,Consumer,Express Air,,,,,
B-26501,2023,71,0,8,Clothing,Skirt,COD,Goa,Consumer,Regular Air,,,,,
B-26502,2022,71,-14,4,Furniture,Furnishings,COD,Orissa,Consumer,Regular Air,,,,,
B-26503,2022,154,-85,3,Furniture,Chairs,EMI,Delhi,Small Business,Regular Air,,,,,
B-26504,2023,191,13,8,Furniture,Furnishings,COD,Delhi,Small Business,Delivery Truck,,,,,
B-26505,2022,170,19,5,Clothing,T-shirt,UPI,Agra,Small Business,Regular Air,,,,,
B-26506,2022,47,-3,2,Clothing,Stole,UPI,Hyderabad,Small Business,Delivery Truck,,,,,
B-26507,2023,122,-47,4,Clothing,Saree,EMI,Chennai,Home Office,Regular Air,,,,,
B-26508,2022,70,26,5,Clothing,Hankerchief,COD,Mumbai,Home Office,Express Air,,,,,
B-26509,2022,155,5,3,Clothing,Stole,EMI,Orissa,Home Office,Regular Air,,,,,
B-26510,2023,67,-86,9,Furniture,Furnishings,COD,Delhi,Home Office,Express Air,,,,,
B-26511,2022,67,-42,3,Clothing,Stole,COD,Agra,Corporate,Regular Air,,,,,
B-26512,2022,148,-101,2,Furniture,Bookcases,UPI,Hyderabad,Corporate,Regular Air,,,,,
B-26513,2023,122,38,6,Clothing,T-shirt,Credit Card,Chennai,Corporate,Regular Air,,,,,
B-26514,2022,16,-5,2,Clothing,Stole,UPI,Mumbai,Home Office,Regular Air,,,,,
B-26515,2023,121,-17,3,Furniture,Furnishings,Credit Card,Goa,Home Office,Regular Air,,,,,
B-26516,2022,42,-15,12,Clothing,Skirt,UPI,Delhi,Home Office,Express Air,,,,,
B-26517,2022,65,-4,6,Clothing,Hankerchief,COD,Agra,Home Office,Regular Air,,,,,
B-26518,2023,119,-43,7,Clothing,Kurti,Credit Card,Hyderabad,Home Office,Regular Air,,,,,
B-26519,2022,155,56,3,Furniture,Furnishings,EMI,Chennai,Home Office,Delivery Truck,,,,,
